transaction_id,transaction_date,transaction_time,sales_outlet_id,staff_id,customer_id,instore_yn,order,line_item_id,product_id,quantity,line_item_amount,unit_price,promo_item_yn
1047,2019-04-05,17:42:06,5,30,5014,N,1,1,41,2,8.50,4.25,N
1050,2019-04-05,17:16:41,5,26,5265,N,1,1,57,1,3.10,3.10,N
1051,2019-04-05,17:39:43,5,12,5940,Y,1,1,42,2,5.00,2.50,N
1056,2019-04-05,09:34:26,5,30,5672,N,1,1,30,1,3.00,3.00,N
1062,2019-04-05,12:30:52,5,30,5630,N,1,1,32,1,3.00,3.00,N
1063,2019-04-05,17:39:14,5,26,5542,N,1,1,47,2,6.00,3.00,N
1064,2019-04-05,11:37:36,5,30,5478,Y,1,1,44,2,5.00,2.50,N
1070,2019-04-05,17:35:15,5,12,5786,N,1,1,27,2,7.00,3.50,N
1073,2019-04-05,12:24:12,5,12,5758,Y,1,1,41,1,4.25,4.25,N
1073,2019-04-05,12:24:12,5,12,5758,Y,1,5,76,1,3.50,3.50,N
1084,2019-04-05,12:37:52,5,30,5795,N,1,1,45,2,6.00,3.00,N
1084,2019-04-05,12:37:52,5,30,5795,N,1,5,78,1,4.50,4.50,N
1085,2019-04-05,10:20:56,5,26,5318,Y,1,1,53,1,3.00,3.00,N
1085,2019-04-05,10:20:56,5,26,5318,Y,1,5,75,1,3.50,3.50,N
1086,2019-04-05,17:47:13,5,12,5328,Y,1,1,35,2,6.20,3.10,N
1091,2019-04-05,11:14:49,5,12,5182,N,1,1,56,2,5.10,2.55,N
1099,2019-04-05,16:57:09,5,12,5245,Y,1,1,49,2,6.00,3.00,N
1100,2019-04-05,08:27:37,5,30,5762,Y,1,1,41,1,4.25,4.25,N
1100,2019-04-05,08:27:37,5,30,5762,Y,1,5,73,1,3.75,3.75,N
1114,2019-04-05,10:08:29,5,30,5795,Y,1,1,40,2,7.50,3.75,N
1115,2019-04-05,11:02:09,5,26,5355,Y,1,1,45,1,3.00,3.00,N
1123,2019-04-05,14:48:35,5,30,5563,Y,1,1,87,1,3.00,3.00,N
1134,2019-04-05,17:46:34,5,30,5535,Y,1,1,34,1,2.45,2.45,N
1134,2019-04-05,17:46:34,5,30,5535,Y,1,5,70,1,3.25,3.25,N
1135,2019-04-05,15:57:13,5,12,5431,N,1,1,34,1,2.45,2.45,N
1137,2019-04-05,08:38:48,5,30,5800,Y,1,1,23,1,2.50,2.50,N
1140,2019-04-05,16:00:04,5,26,5807,Y,1,1,37,2,6.00,3.00,N
1144,2019-04-05,13:45:02,5,30,5908,Y,1,1,38,1,3.75,3.75,N
1148,2019-04-05,17:48:50,5,12,5591,N,1,1,59,2,9.00,4.50,N
1158,2019-04-05,11:14:26,5,12,5586,N,1,1,39,2,8.50,4.25,N
1160,2019-04-05,08:50:33,5,12,5832,N,1,1,61,2,9.50,4.75,N
1163,2019-04-05,08:24:32,5,26,5350,N,1,1,29,1,2.50,2.50,N
1167,2019-04-05,13:33:07,5,30,5391,Y,1,1,23,1,2.50,2.50,N
1172,2019-04-05,07:18:44,5,12,5325,Y,1,1,48,1,2.50,2.50,N
1174,2019-04-05,09:54:34,5,26,5393,N,1,1,29,1,2.50,2.50,N
1178,2019-04-05,13:18:12,5,12,5048,N,1,1,58,2,7.00,3.50,N
1178,2019-04-05,13:18:12,5,12,5048,N,1,5,79,1,3.75,3.75,N
1180,2019-04-05,09:34:41,5,12,5658,Y,1,1,59,2,9.00,4.50,N
1184,2019-04-05,07:53:25,5,26,5326,Y,1,1,28,1,2.00,2.00,N
1184,2019-04-05,07:53:25,5,26,5326,Y,1,5,69,1,3.25,3.25,N
1191,2019-04-05,07:34:02,5,26,5829,Y,1,1,60,1,3.75,3.75,N
1197,2019-04-05,15:46:45,5,30,5818,N,1,1,38,2,7.50,3.75,N
1197,2019-04-05,15:46:45,5,30,5818,N,1,5,75,1,3.50,3.50,N
1198,2019-04-05,11:54:42,5,30,5472,Y,1,1,87,2,6.00,3.00,N
1199,2019-04-05,15:55:29,5,12,5021,N,1,1,53,2,6.00,3.00,N
1212,2019-04-05,08:01:10,5,12,5919,N,1,1,49,1,3.00,3.00,N
1220,2019-04-05,07:46:38,5,26,5928,Y,1,1,49,1,3.00,3.00,N
1223,2019-04-05,15:07:59,5,12,5529,Y,1,1,44,1,2.50,2.50,N
1229,2019-04-05,13:16:45,5,30,5301,Y,1,1,23,1,2.50,2.50,N
1260,2019-04-05,10:04:18,5,30,5111,N,1,1,27,2,7.00,3.50,N
1260,2019-04-05,10:04:18,5,30,5111,N,1,5,75,1,3.50,3.50,N
1263,2019-04-05,08:36:05,5,26,5144,Y,1,1,50,1,2.50,2.50,N
1264,2019-04-05,11:41:31,5,30,5504,Y,1,1,51,2,6.00,3.00,N
1265,2019-04-05,12:49:20,5,30,5361,Y,1,1,36,1,3.75,3.75,N
1267,2019-04-05,07:49:16,5,30,5301,N,1,1,30,1,3.00,3.00,N
1271,2019-04-05,15:37:45,5,30,5153,Y,1,1,87,2,6.00,3.00,N
1277,2019-04-05,14:41:23,5,30,5325,N,1,1,54,2,5.00,2.50,N
1277,2019-04-05,14:41:23,5,30,5325,N,1,5,79,1,3.75,3.75,N
1281,2019-04-05,14:31:43,5,26,5712,N,1,1,56,2,5.10,2.55,N
1287,2019-04-05,14:47:00,5,12,5804,Y,1,1,22,1,2.00,2.00,N
1293,2019-04-05,15:20:40,5,26,5210,Y,1,1,30,1,3.00,3.00,N
1294,2019-04-05,15:32:10,5,30,5354,Y,1,1,57,1,3.10,3.10,N
1294,2019-04-05,15:32:10,5,30,5354,Y,1,5,73,1,3.75,3.75,N
1298,2019-04-05,15:32:21,5,30,5095,N,1,1,56,1,2.55,2.55,N
1298,2019-04-05,15:32:21,5,30,5095,N,1,5,76,1,3.50,3.50,N
1304,2019-04-05,08:06:31,5,30,5247,N,1,1,54,2,5.00,2.50,N
1304,2019-04-05,08:06:31,5,30,5247,N,1,5,70,1,3.25,3.25,N
1314,2019-04-05,08:11:14,5,26,5345,Y,1,1,24,1,3.00,3.00,N
1317,2019-04-05,16:36:49,5,30,5711,Y,1,1,43,2,6.00,3.00,N
1328,2019-04-05,12:40:16,5,12,5091,N,1,1,35,1,3.10,3.10,N
1340,2019-04-05,10:05:26,5,12,5482,N,1,1,25,1,2.20,2.20,N
1341,2019-04-05,08:50:10,5,30,5760,N,1,1,34,2,4.90,2.45,N
1342,2019-04-05,09:43:04,5,12,5595,Y,1,1,41,2,8.50,4.25,N
1343,2019-04-05,16:47:51,5,12,5027,Y,1,1,27,1,3.50,3.50,N
1345,2019-04-05,09:09:42,5,30,5728,N,1,1,40,1,3.75,3.75,N
1345,2019-04-05,09:09:42,5,30,5728,N,1,5,76,1,3.50,3.50,N
1346,2019-04-05,14:40:06,5,26,5857,N,1,1,52,2,5.00,2.50,N
1367,2019-04-05,10:51:10,5,26,5815,N,1,1,45,1,3.00,3.00,N
1367,2019-04-05,10:51:10,5,26,5815,N,1,5,71,1,3.75,3.75,N
1378,2019-04-05,17:58:44,5,30,5750,N,1,1,26,1,3.00,3.00,N
1380,2019-04-05,07:04:05,5,30,5433,N,1,1,41,1,4.25,4.25,N
1400,2019-04-05,10:42:33,5,26,5115,Y,1,1,23,1,2.50,2.50,N
1400,2019-04-05,10:42:33,5,26,5115,Y,1,5,76,1,3.50,3.50,N
1401,2019-04-05,12:22:51,5,12,5597,Y,1,1,32,1,3.00,3.00,N
1404,2019-04-05,16:12:06,5,26,5690,Y,1,1,41,2,8.50,4.25,N
1408,2019-04-05,11:48:51,5,12,5249,Y,1,1,58,2,7.00,3.50,N
1418,2019-04-05,08:48:56,5,30,5781,Y,1,1,28,2,4.00,2.00,N
1425,2019-04-05,08:18:30,5,30,5641,N,1,1,49,1,3.00,3.00,N
1426,2019-04-05,17:50:12,5,12,5210,Y,1,1,43,2,6.00,3.00,N
1427,2019-04-05,14:53:50,5,26,5506,N,1,1,58,1,3.50,3.50,N
1427,2019-04-05,14:53:50,5,26,5506,N,1,5,79,1,3.75,3.75,N
1431,2019-04-05,10:57:46,5,30,5268,Y,1,1,32,1,3.00,3.00,N
1431,2019-04-05,10:57:46,5,30,5268,Y,1,5,76,1,3.50,3.50,N
1452,2019-04-05,09:27:48,5,12,5004,N,1,1,58,1,3.50,3.50,N
1452,2019-04-05,09:27:48,5,12,5004,N,1,5,74,1,3.50,3.50,N
1455,2019-04-05,07:48:38,5,12,5656,Y,1,1,43,2,6.00,3.00,N
1456,2019-04-05,08:04:58,5,30,5245,Y,1,1,35,2,6.20,3.10,N
1457,2019-04-05,15:28:24,5,26,5084,Y,1,1,23,1,2.50,2.50,N
1459,2019-04-05,09:41:15,5,12,5662,N,1,1,41,2,8.50,4.25,N
1459,2019-04-05,09:41:15,5,12,5662,N,1,5,70,1,3.25,3.25,N
1465,2019-04-05,15:05:44,5,30,5718,N,1,1,39,1,4.25,4.25,N
1465,2019-04-05,15:05:44,5,30,5718,N,1,5,78,1,4.50,4.50,N
1467,2019-04-05,14:20:45,5,26,5007,Y,1,1,46,1,2.50,2.50,N
1467,2019-04-05,14:20:45,5,26,5007,Y,1,5,72,1,3.25,3.25,N
1472,2019-04-05,13:24:46,5,26,5108,Y,1,1,47,2,6.00,3.00,N
1474,2019-04-05,15:58:05,5,12,5459,Y,1,1,33,2,7.00,3.50,N
1479,2019-04-05,09:22:58,5,12,5194,Y,1,1,27,1,3.50,3.50,N
1480,2019-04-05,10:29:56,5,26,5583,N,1,1,25,2,4.40,2.20,N
1481,2019-04-05,15:48:02,5,26,5922,N,1,1,30,2,6.00,3.00,N
1487,2019-04-05,17:00:02,5,30,5912,Y,1,1,58,2,7.00,3.50,N
1513,2019-04-05,10:02:56,5,12,5180,N,1,1,44,2,5.00,2.50,N
1516,2019-04-05,09:16:18,5,30,5818,Y,1,1,48,2,5.00,2.50,N
1521,2019-04-05,14:20:30,5,26,5430,N,1,1,57,2,6.20,3.10,N
1526,2019-04-05,16:32:40,5,30,5384,N,1,1,60,2,7.50,3.75,N
1529,2019-04-05,13:32:49,5,30,5077,N,1,1,54,2,5.00,2.50,N
1546,2019-04-05,16:15:05,5,26,5638,Y,1,1,32,1,3.00,3.00,N
1551,2019-04-05,08:49:27,5,30,5896,N,1,1,34,2,4.90,2.45,N
1551,2019-04-05,08:49:27,5,30,5896,N,1,5,77,1,3.00,3.00,N
1567,2019-04-05,17:41:51,5,30,5505,N,1,1,54,2,5.00,2.50,N
1575,2019-04-05,15:28:40,5,30,5812,N,1,1,29,2,5.00,2.50,N
1577,2019-04-05,15:53:52,5,12,5833,Y,1,1,24,1,3.00,3.00,N
1585,2019-04-05,11:49:17,5,30,5650,Y,1,1,53,1,3.00,3.00,N
1596,2019-04-05,17:44:38,5,26,5533,Y,1,1,50,1,2.50,2.50,N
1597,2019-04-05,15:18:48,5,26,5558,N,1,1,49,2,6.00,3.00,N
1597,2019-04-05,15:18:48,5,26,5558,N,1,5,79,1,3.75,3.75,N
1604,2019-04-05,10:08:47,5,12,5613,Y,1,1,49,2,6.00,3.00,N
1613,2019-04-05,17:28:18,5,12,5341,Y,1,1,56,2,5.10,2.55,N
1628,2019-04-05,14:31:44,5,12,5003,N,1,1,42,1,2.50,2.50,N
1628,2019-04-05,14:31:44,5,12,5003,N,1,5,74,1,3.50,3.50,N
1633,2019-04-05,13:51:16,5,26,5546,N,1,1,55,1,4.00,4.00,N
1648,2019-04-05,17:20:04,5,12,5827,N,1,1,31,2,4.40,2.20,N
1650,2019-04-05,17:51:09,5,12,5702,N,1,1,59,2,9.00,4.50,N
1650,2019-04-05,17:51:09,5,12,5702,N,1,5,70,1,3.25,3.25,N
1668,2019-04-05,13:09:46,5,30,5661,Y,1,1,46,1,2.50,2.50,N
1669,2019-04-05,08:58:11,5,12,5249,Y,1,1,30,1,3.00,3.00,N
1671,2019-04-05,09:33:05,5,26,5114,Y,1,1,57,1,3.10,3.10,N
1682,2019-04-05,09:44:01,5,12,5578,N,1,1,47,2,6.00,3.00,N
1682,2019-04-05,09:44:01,5,12,5578,N,1,5,75,1,3.50,3.50,N
1684,2019-04-05,09:16:21,5,12,5064,Y,1,1,59,1,4.50,4.50,N
1697,2019-04-05,18:22:45,5,12,5307,Y,1,1,22,2,4.00,2.00,N
1698,2019-04-05,14:53:51,5,30,5479,Y,1,1,39,1,4.25,4.25,N
1700,2019-04-05,15:43:54,5,12,5146,N,1,1,22,1,2.00,2.00,N
1703,2019-04-05,07:25:06,5,12,5893,Y,1,1,49,2,6.00,3.00,N
1704,2019-04-05,15:09:57,5,30,5824,N,1,1,41,1,4.25,4.25,N
1705,2019-04-05,07:56:15,5,26,5536,Y,1,1,48,2,5.00,2.50,N
1714,2019-04-05,11:37:54,5,26,5160,Y,1,1,24,1,3.00,3.00,N
1721,2019-04-05,11:07:04,5,26,5100,N,1,1,61,2,9.50,4.75,N
1722,2019-04-05,16:08:48,5,30,5635,Y,1,1,52,1,2.50,2.50,N
1730,2019-04-05,15:56:34,5,12,5205,N,1,1,41,2,8.50,4.25,N
1731,2019-04-05,10:30:55,5,30,5782,Y,1,1,26,2,6.00,3.00,N
1737,2019-04-05,14:34:57,5,12,5788,Y,1,1,54,1,2.50,2.50,N
1742,2019-04-05,14:52:43,5,26,5519,Y,1,1,50,1,2.50,2.50,N
1749,2019-04-05,08:03:11,5,26,5562,Y,1,1,56,2,5.10,2.55,N
1749,2019-04-05,08:03:11,5,26,5562,Y,1,5,76,1,3.50,3.50,N
1753,2019-04-05,18:15:19,5,12,5848,N,1,1,37,1,3.00,3.00,N
1754,2019-04-05,12:29:14,5,12,5261,Y,1,1,59,1,4.50,4.50,N
1754,2019-04-05,12:29:14,5,12,5261,Y,1,5,79,1,3.75,3.75,N
1755,2019-04-05,18:08:44,5,12,5158,N,1,1,30,1,3.00,3.00,N
1756,2019-04-05,15:01:11,5,26,5353,Y,1,1,28,1,2.00,2.00,N
1760,2019-04-05,12:53:51,5,30,5804,Y,1,1,55,2,8.00,4.00,N
1760,2019-04-05,12:53:51,5,30,5804,Y,1,5,69,1,3.25,3.25,N
1762,2019-04-05,17:08:45,5,30,5114,N,1,1,56,1,2.55,2.55,N
1764,2019-04-05,10:36:55,5,12,5476,Y,1,1,49,1,3.00,3.00,N
1764,2019-04-05,10:36:55,5,12,5476,Y,1,5,77,1,3.00,3.00,N
1765,2019-04-05,07:45:17,5,26,5535,N,1,1,41,1,4.25,4.25,N
1768,2019-04-05,07:23:30,5,26,5265,Y,1,1,51,2,6.00,3.00,N
1778,2019-04-05,08:09:29,5,30,5087,Y,1,1,37,2,6.00,3.00,N
1778,2019-04-05,08:09:29,5,30,5087,Y,1,5,75,1,3.50,3.50,N
1780,2019-04-05,12:53:46,5,12,5709,Y,1,1,48,2,5.00,2.50,N
1780,2019-04-05,12:53:46,5,12,5709,Y,1,5,72,1,3.25,3.25,N
1785,2019-04-05,09:18:17,5,12,5849,Y,1,1,39,2,8.50,4.25,N
1791,2019-04-05,14:49:25,5,12,5709,Y,1,1,43,2,6.00,3.00,N
1795,2019-04-05,11:21:19,5,26,5778,Y,1,1,26,2,6.00,3.00,N
1804,2019-04-05,08:46:44,5,26,5627,Y,1,1,26,2,6.00,3.00,N
1806,2019-04-05,10:00:53,5,12,5919,N,1,1,59,1,4.50,4.50,N
1809,2019-04-05,12:14:16,5,12,5279,Y,1,1,56,2,5.10,2.55,N
1810,2019-04-05,09:41:53,5,26,5220,Y,1,1,57,1,3.10,3.10,N
1811,2019-04-05,15:18:16,5,30,5429,N,1,1,23,2,5.00,2.50,N
1813,2019-04-05,08:42:24,5,12,5542,Y,1,1,27,1,3.50,3.50,N
1814,2019-04-05,07:32:52,5,30,5832,N,1,1,45,2,6.00,3.00,N
1823,2019-04-05,16:53:57,5,30,5443,N,1,1,46,1,2.50,2.50,N
1830,2019-04-05,08:55:32,5,26,5363,Y,1,1,25,1,2.20,2.20,N
1830,2019-04-05,08:55:32,5,26,5363,Y,1,5,72,1,3.25,3.25,N
1832,2019-04-05,07:39:52,5,26,5605,Y,1,1,35,2,6.20,3.10,N
1835,2019-04-05,12:21:21,5,12,5286,N,1,1,29,1,2.50,2.50,N
1843,2019-04-05,15:29:10,5,30,5929,Y,1,1,48,1,2.50,2.50,N
1847,2019-04-05,18:28:56,5,30,5480,Y,1,1,30,2,6.00,3.00,N
1847,2019-04-05,18:28:56,5,30,5480,Y,1,5,71,1,3.75,3.75,N
1850,2019-04-05,10:19:12,5,12,5301,N,1,1,58,2,7.00,3.50,N
1851,2019-04-05,11:16:01,5,26,5499,N,1,1,45,1,3.00,3.00,N
1858,2019-04-05,15:52:46,5,12,5608,Y,1,1,54,1,2.50,2.50,N
1873,2019-04-05,10:02:13,5,30,5699,Y,1,1,47,2,6.00,3.00,N
1873,2019-04-05,10:02:13,5,30,5699,Y,1,5,77,1,3.00,3.00,N
1883,2019-04-05,15:34:21,5,30,5823,N,1,1,33,1,3.50,3.50,N
1885,2019-04-05,18:14:47,5,12,5097,Y,1,1,38,2,7.50,3.75,N
1890,2019-04-05,16:41:34,5,26,5383,Y,1,1,45,1,3.00,3.00,N
1890,2019-04-05,16:41:34,5,26,5383,Y,1,5,69,1,3.25,3.25,N
1892,2019-04-05,17:59:56,5,12,5579,Y,1,1,49,1,3.00,3.00,N
1893,2019-04-05,07:36:37,5,30,5783,Y,1,1,31,1,2.20,2.20,N
1894,2019-04-05,13:41:23,5,12,5206,Y,1,1,36,2,7.50,3.75,N
1904,2019-04-05,12:32:55,5,30,5166,N,1,1,23,2,5.00,2.50,N
1906,2019-04-05,10:22:43,5,12,5039,N,1,1,54,1,2.50,2.50,N
1910,2019-04-05,16:12:38,5,30,5129,Y,1,1,46,2,5.00,2.50,N
1910,2019-04-05,16:12:38,5,30,5129,Y,1,5,69,1,3.25,3.25,N
1912,2019-04-05,07:06:15,5,30,5894,Y,1,1,37,1,3.00,3.00,N
1918,2019-04-05,07:46:19,5,12,5929,Y,1,1,59,2,9.00,4.50,N
1938,2019-04-05,08:31:44,5,12,5105,Y,1,1,39,1,4.25,4.25,N
1940,2019-04-05,11:53:49,5,26,5084,N,1,1,36,1,3.75,3.75,N
1940,2019-04-05,11:53:49,5,26,5084,N,1,5,70,1,3.25,3.25,N
1945,2019-04-05,16:40:03,5,12,5429,N,1,1,46,1,2.50,2.50,N
1948,2019-04-05,08:23:41,5,26,5163,N,1,1,42,2,5.00,2.50,N
1949,2019-04-05,09:38:01,5,26,5549,Y,1,1,52,2,5.00,2.50,N
1949,2019-04-05,09:38:01,5,26,5549,Y,1,5,72,1,3.25,3.25,N
1951,2019-04-05,18:23:21,5,26,5678,N,1,1,36,2,7.50,3.75,N
1953,2019-04-05,07:30:10,5,26,5067,N,1,1,36,1,3.75,3.75,N
1954,2019-04-05,13:30:31,5,12,5435,N,1,1,29,1,2.50,2.50,N
1958,2019-04-05,16:48:38,5,26,5307,Y,1,1,27,1,3.50,3.50,N
1969,2019-04-05,14:13:41,5,30,5721,Y,1,1,39,2,8.50,4.25,N
1969,2019-04-05,14:13:41,5,30,5721,Y,1,5,75,1,3.50,3.50,N
1973,2019-04-05,11:00:00,5,26,5493,N,1,1,87,2,6.00,3.00,N
1973,2019-04-05,11:00:00,5,26,5493,N,1,5,78,1,4.50,4.50,N
1976,2019-04-05,15:04:00,5,30,5944,N,1,1,39,2,8.50,4.25,N
1985,2019-04-05,13:17:14,5,30,5083,N,1,1,56,2,5.10,2.55,N
1986,2019-04-05,07:18:38,5,12,5165,N,1,1,45,2,6.00,3.00,N
1996,2019-04-05,09:36:30,5,12,5677,Y,1,1,39,1,4.25,4.25,N
2008,2019-04-05,08:58:53,5,30,5738,N,1,1,29,2,5.00,2.50,N
2008,2019-04-05,08:58:53,5,30,5738,N,1,5,79,1,3.75,3.75,N
2009,2019-04-05,12:00:59,5,30,5605,N,1,1,44,2,5.00,2.50,N
2011,2019-04-05,16:38:39,5,30,5487,Y,1,1,42,2,5.00,2.50,N
2031,2019-04-05,09:26:10,5,12,5181,N,1,1,40,1,3.75,3.75,N
2031,2019-04-05,09:26:10,5,12,5181,N,1,5,79,1,3.75,3.75,N
2038,2019-04-05,07:00:10,5,30,5922,N,1,1,26,2,6.00,3.00,N
2041,2019-04-05,14:44:36,5,26,5457,N,1,1,34,1,2.45,2.45,N
2048,2019-04-05,07:11:08,5,30,5190,Y,1,1,49,1,3.00,3.00,N
2059,2019-04-05,12:40:54,5,30,5201,Y,1,1,60,1,3.75,3.75,N
2059,2019-04-05,12:40:54,5,30,5201,Y,1,5,69,1,3.25,3.25,N
2062,2019-04-05,08:44:32,5,30,5924,Y,1,1,38,1,3.75,3.75,N
2079,2019-04-05,11:39:46,5,30,5291,Y,1,1,56,1,2.55,2.55,N
2081,2019-04-05,09:41:38,5,26,5040,Y,1,1,25,2,4.40,2.20,N
2086,2019-04-05,14:20:58,5,26,5603,Y,1,1,49,2,6.00,3.00,N
2088,2019-04-05,14:44:35,5,30,5673,Y,1,1,41,1,4.25,4.25,N
2097,2019-04-05,17:41:39,5,30,5385,Y,1,1,55,2,8.00,4.00,N
2097,2019-04-05,17:41:39,5,30,5385,Y,1,5,79,1,3.75,3.75,N
2098,2019-04-05,17:48:36,5,26,5133,Y,1,1,59,2,9.00,4.50,N
2108,2019-04-05,11:02:32,5,12,5799,N,1,1,27,1,3.50,3.50,N
2115,2019-04-05,09:04:55,5,30,5104,Y,1,1,31,2,4.40,2.20,N
2115,2019-04-05,09:04:55,5,30,5104,Y,1,5,72,1,3.25,3.25,N
2117,2019-04-05,09:31:40,5,26,5297,N,1,1,38,1,3.75,3.75,N
2126,2019-04-05,13:20:46,5,26,5317,Y,1,1,31,1,2.20,2.20,N
2127,2019-04-05,09:18:46,5,30,5448,Y,1,1,59,2,9.00,4.50,N
2130,2019-04-05,10:51:48,5,12,5102,Y,1,1,54,2,5.00,2.50,N
2138,2019-04-05,14:11:27,5,30,5005,N,1,1,28,1,2.00,2.00,N
2140,2019-04-05,14:12:57,5,30,5728,N,1,1,54,2,5.00,2.50,N
2152,2019-04-05,17:29:21,5,26,5395,N,1,1,49,1,3.00,3.00,N
2153,2019-04-05,14:44:41,5,30,5405,Y,1,1,23,1,2.50,2.50,N
2154,2019-04-05,13:03:18,5,26,5082,N,1,1,33,1,3.50,3.50,N
2159,2019-04-05,11:18:56,5,30,5106,Y,1,1,30,2,6.00,3.00,N
2163,2019-04-05,13:11:48,5,30,5001,Y,1,1,37,1,3.00,3.00,N
2163,2019-04-05,13:11:48,5,30,5001,Y,1,5,79,1,3.75,3.75,N
2169,2019-04-05,14:25:20,5,26,5833,Y,1,1,48,2,5.00,2.50,N
2169,2019-04-05,14:25:20,5,26,5833,Y,1,5,75,1,3.50,3.50,N
2178,2019-04-05,11:51:32,5,12,5185,Y,1,1,87,1,3.00,3.00,N
2188,2019-04-05,15:16:38,5,30,5458,Y,1,1,57,1,3.10,3.10,N
2235,2019-04-05,07:13:10,5,26,5548,Y,1,1,87,2,6.00,3.00,N
2237,2019-04-05,18:05:43,5,12,5924,N,1,1,48,2,5.00,2.50,N
2241,2019-04-05,11:40:16,5,26,5842,N,1,1,37,2,6.00,3.00,N
2245,2019-04-05,12:48:03,5,26,5895,Y,1,1,50,1,2.50,2.50,N
2263,2019-04-05,12:59:17,5,26,5163,N,1,1,32,1,3.00,3.00,N
2266,2019-04-05,08:08:40,5,26,5357,Y,1,1,36,1,3.75,3.75,N
2276,2019-04-05,16:40:55,5,26,5381,N,1,1,41,1,4.25,4.25,N
2280,2019-04-05,11:23:29,5,30,5182,N,1,1,46,1,2.50,2.50,N
2280,2019-04-05,11:23:29,5,30,5182,N,1,5,73,1,3.75,3.75,N
2291,2019-04-05,11:07:21,5,30,5775,N,1,1,38,2,7.50,3.75,N
2306,2019-04-05,14:33:42,5,26,5655,N,1,1,50,2,5.00,2.50,N
2315,2019-04-05,16:57:58,5,30,5246,Y,1,1,36,2,7.50,3.75,N
2316,2019-04-05,12:07:35,5,30,5673,N,1,1,35,2,6.20,3.10,N
2333,2019-04-05,15:05:23,5,12,5827,N,1,1,29,2,5.00,2.50,N
2334,2019-04-05,15:34:06,5,30,5532,N,1,1,32,1,3.00,3.00,N
2337,2019-04-05,11:28:06,5,12,5166,N,1,1,46,1,2.50,2.50,N
2337,2019-04-05,11:28:06,5,12,5166,N,1,5,70,1,3.25,3.25,N
2340,2019-04-05,16:30:46,5,12,5173,N,1,1,57,1,3.10,3.10,N
2346,2019-04-05,13:53:35,5,26,5469,N,1,1,35,2,6.20,3.10,N
2346,2019-04-05,13:53:35,5,26,5469,N,1,5,71,1,3.75,3.75,N
2356,2019-04-05,09:23:37,5,26,5263,Y,1,1,87,1,3.00,3.00,N
2359,2019-04-05,07:00:26,5,26,5056,Y,1,1,48,1,2.50,2.50,N
2361,2019-04-05,07:26:29,5,30,5411,Y,1,1,45,1,3.00,3.00,N
2384,2019-04-05,18:04:33,5,26,5085,N,1,1,38,2,7.50,3.75,N
2397,2019-04-05,11:39:09,5,26,5580,N,1,1,47,2,6.00,3.00,N
2397,2019-04-05,11:39:09,5,26,5580,N,1,5,71,1,3.75,3.75,N
2398,2019-04-05,08:56:37,5,30,5198,N,1,1,52,1,2.50,2.50,N
2398,2019-04-05,08:56:37,5,30,5198,N,1,5,73,1,3.75,3.75,N
2407,2019-04-05,11:32:21,5,30,5592,N,1,1,56,1,2.55,2.55,N
2411,2019-04-05,07:56:31,5,26,5399,Y,1,1,53,1,3.00,3.00,N
2419,2019-04-05,07:58:56,5,26,5367,N,1,1,24,1,3.00,3.00,N
2419,2019-04-05,07:58:56,5,26,5367,N,1,5,79,1,3.75,3.75,N
2424,2019-04-05,15:30:31,5,26,5292,Y,1,1,49,1,3.00,3.00,N
2425,2019-04-05,14:14:14,5,12,5655,N,1,1,55,2,8.00,4.00,N
2436,2019-04-05,17:10:14,5,26,5208,Y,1,1,32,2,6.00,3.00,N
2437,2019-04-05,10:40:16,5,26,5434,Y,1,1,39,1,4.25,4.25,N
2438,2019-04-05,11:31:57,5,12,5623,Y,1,1,27,1,3.50,3.50,N
2438,2019-04-05,11:31:57,5,12,5623,Y,1,5,71,1,3.75,3.75,N
2446,2019-04-05,07:04:02,5,30,5771,Y,1,1,37,2,6.00,3.00,N
2449,2019-04-05,13:04:42,5,30,5094,Y,1,1,53,2,6.00,3.00,N
2457,2019-04-05,16:46:16,5,30,5179,N,1,1,51,1,3.00,3.00,N
2467,2019-04-05,10:33:51,5,12,5219,N,1,1,39,1,4.25,4.25,N
2470,2019-04-05,09:28:14,5,12,5768,Y,1,1,28,2,4.00,2.00,N
2473,2019-04-05,16:54:47,5,26,5507,Y,1,1,55,1,4.00,4.00,N
2473,2019-04-05,16:54:47,5,26,5507,Y,1,5,76,1,3.50,3.50,N
2484,2019-04-05,12:29:11,5,26,5020,Y,1,1,50,1,2.50,2.50,N
2484,2019-04-05,12:29:11,5,26,5020,Y,1,5,75,1,3.50,3.50,N
2489,2019-04-05,08:25:08,5,26,5501,Y,1,1,55,1,4.00,4.00,N
2502,2019-04-05,17:03:46,5,26,5243,Y,1,1,48,1,2.50,2.50,N
2504,2019-04-05,16:49:20,5,12,5698,Y,1,1,50,1,2.50,2.50,N
2505,2019-04-05,17:37:07,5,26,5777,Y,1,1,87,2,6.00,3.00,N
2505,2019-04-05,17:37:07,5,26,5777,Y,1,5,71,1,3.75,3.75,N
2518,2019-04-05,15:21:39,5,30,5661,Y,1,1,47,2,6.00,3.00,N
2518,2019-04-05,15:21:39,5,30,5661,Y,1,5,74,1,3.50,3.50,N
38,2019-04-05,10:30:15,8,15,8080,Y,1,1,40,2,7.50,3.75,N
46,2019-04-05,15:30:46,8,15,8286,Y,1,1,60,1,3.75,3.75,N
